Client_ID,Age,Annual_Income,Spending_Score,Online_Purchases,Loyalty_Card,Income_Category,Monthly_Expenses
142,64,135818,67,23,False,Very High,3434.338515671012
143,31,71272,7,8,False,High,2251.6578128115116
144,20,77649,58,30,True,High,1777.5130464186236
145,18,74674,49,14,False,High,2831.342742194003
146,22,96475,53,3,True,High,3459.3625657611647
147,43,71367,65,39,False,High,3867.972938067559
148,31,131750,62,8,False,Very High,7301.175355165575
149,56,128154,17,44,False,Very High,4184.0539761311875
150,44,54738,43,8,True,Medium,2033.83131354056
151,26,43397,25,25,False,Medium,2343.8651876747804
152,32,92189,3,3,True,High,4635.216087008727
153,32,86367,79,16,False,High,1452.6076934126386
154,43,130585,29,15,False,Very High,3917.8740912047137
155,59,86619,32,14,False,High,2965.88596092772
156,30,121453,26,34,False,Very High,3186.705491757481
157,68,29816,16,4,False,Low,744.8678041480546
158,49,147348,25,4,False,Very High,2687.7779782441753
159,56,89530,54,19,True,High,3892.203811895652
160,66,118856,28,14,True,High,3280.9717952361307
161,69,81635,73,17,True,High,1538.6400796350104
162,49,117803,56,46,False,High,3097.135654922395
163,21,45946,65,1,True,Medium,2300.9641032086947
164,47,65204,93,28,False,Medium,3400.087525003393
165,54,25563,86,12,True,Low,940.5759344115165
166,40,102324,80,3,True,High,3479.317303287434
167,56,19847,41,41,False,Low,1139.427593955411
168,62,36155,51,44,False,Medium,904.7256361419445
169,32,89671,71,9,True,High,2299.16176053565
170,60,126891,78,30,True,Very High,3657.9882483885754
171,46,93310,29,40,True,High,2226.832723700344
172,53,141691,83,7,True,Very High,4601.2121239645585
173,30,44707,19,2,False,Medium,2441.8110744179553
174,49,91537,66,47,True,High,3872.5789703174078
175,24,101155,41,45,False,High,3422.185546869731
176,68,10281,45,8,False,Low,571.628224124444
177,39,142130,15,29,True,Very High,2655.8425567411928
178,45,86260,3,10,False,High,2193.4342960756067
179,19,74178,11,34,True,High,2985.3202062182613
180,59,43997,53,36,False,Medium,1861.7195317762623
181,62,129273,46,41,False,Very High,2367.6215644111953
182,23,142311,30,12,True,Very High,4761.718694855078
183,45,136945,57,35,False,Very High,5986.516238073494
184,45,55272,18,12,False,Medium,2528.856468367034
185,61,99393,51,11,True,High,4299.326638783315
186,61,71212,48,36,False,High,2138.03118054959
187,37,130030,66,9,False,Very High,2673.8509029765073
188,47,66503,96,8,True,Medium,2291.894126009374
189,28,147710,8,6,True,Very High,3254.263247651478
190,45,16570,22,1,False,Low,930.421834236977
191,42,78785,6,22,False,High,2872.930694983032
192,56,19110,76,38,False,Low,571.1176175816557
193,50,89141,57,39,True,High,4331.896300150411
194,18,22115,36,38,False,Low,827.4222135398653
195,44,49062,79,20,False,Medium,1451.487053587451
196,69,32911,92,22,False,Medium,1661.9612654093198
197,30,114061,57,28,False,High,6022.193395639124
198,58,42556,49,13,False,Medium,1902.6223135242055
199,20,138335,45,25,False,Very High,2576.284307240194
200,56,11969,82,4,True,Low,481.9132730297176
201,23,53753,66,30,True,Medium,2605.4413085245783
202,25,145542,77,24,False,Very High,3253.488391027863
203,44,131863,45,30,False,Very High,3454.1004704094985
204,26,20225,79,49,True,Low,1080.7693125001274
205,54,133008,20,19,True,Very High,2328.3145825097363
206,50,115823,64,43,True,High,5563.013136850751
207,68,23669,93,16,False,Low,861.7225025218281
208,59,134398,93,44,False,Very High,4741.853525155228
209,61,120677,67,1,False,Very High,2046.9661771618958
210,41,58320,83,24,False,Medium,2963.137701248577
211,32,135354,3,12,True,Very High,4285.222483365076
212,49,98009,54,38,True,High,3841.812448255621
213,49,38625,78,27,True,Medium,1733.7807920714517
214,41,34089,64,41,True,Medium,1566.1474846330045
215,58,46487,40,5,False,Medium,2626.476874776984
216,69,120448,59,2,False,Very High,4674.084778643462
217,66,60138,55,34,True,Medium,2003.8972648541717
218,66,64061,62,17,True,Medium,3613.3170006952205
219,69,111376,4,10,True,High,4836.086230675101
220,29,89134,60,19,True,High,2592.8722440147712
221,56,57055,75,4,True,Medium,1251.5590633958645
222,19,29508,95,18,False,Low,1527.72075955144
223,20,120169,96,21,False,Very High,3816.2750427571
224,66,18125,91,18,True,Low,800.8755708220965
225,54,46059,30,46,True,Medium,1671.205560815579
226,66,113409,2,15,True,High,2830.1678081989794
227,34,15704,62,23,False,Low,655.4369375739909
228,66,121279,49,40,False,Very High,2327.9659133029086
229,19,128516,9,3,False,Very High,4355.313315533589
230,19,124044,92,14,True,Very High,4892.579315651683
231,45,39165,31,24,False,Medium,1364.324155889756
232,40,77203,98,43,True,High,3695.0390810792596
233,54,14114,61,34,False,Low,722.1222003521891
234,49,46321,79,13,False,Medium,2260.5479346787847
235,50,83297,48,48,False,High,1522.9917547449868
236,18,106652,25,18,True,High,2640.2092344001594
237,36,109304,36,37,True,High,4265.622799690315
238,19,27772,8,35,False,Low,1544.611571133552
239,61,113754,73,6,True,High,5853.38637455327
240,43,13712,58,29,True,Low,709.9013824383294
241,49,142439,45,18,True,Very High,4173.5113296222635
242,23,125142,62,48,True,Very High,4324.948697342625
243,49,101736,39,24,True,High,3690.9225106722583
244,21,61924,96,15,True,Medium,1438.1115803066605
245,28,13726,58,46,True,Low,246.53504815564196
246,34,99152,81,39,False,High,5564.504845304548
247,55,37723,99,7,True,Medium,1007.0667028743528
248,41,136969,83,17,True,Very High,3652.2150580884195
249,22,110494,64,27,False,High,2225.436881963555
250,69,45643,44,15,False,Medium,2526.544971748745
251,51,113896,29,18,False,High,4649.505768465844
252,23,149999,59,41,False,Very High,6668.935897164413
253,39,103680,71,16,True,High,5666.0121529763865
254,28,106546,92,44,False,High,3310.11860482098
255,65,89973,9,12,False,High,3829.5032210427844
256,33,73449,92,6,True,High,1342.890881265919
257,50,119834,6,26,True,High,2929.804131168715
258,26,35537,29,9,True,Medium,1823.1159239783867
259,23,87576,58,33,False,High,4257.537732278586
260,33,117522,17,35,True,High,3675.709599392784
261,46,32612,16,24,False,Medium,1055.5561747071922
262,20,16471,87,5,True,Low,640.6906281275419
263,37,41348,95,23,True,Medium,689.5485442383726
264,53,11177,3,17,False,Low,298.63283099570987
265,36,145832,21,22,True,Very High,3695.8192130397138
266,43,42779,64,5,True,Medium,1159.4587491253387
267,20,31636,90,28,True,Medium,1589.5848847661646
268,36,91889,36,24,True,High,2602.272958508171
269,37,63551,86,16,True,Medium,1566.3238140670403
270,49,56819,62,45,False,Medium,2140.8060657833025
271,24,83770,42,23,False,High,4417.6285290393225
272,69,88714,76,10,True,High,2370.6957344266652
273,58,34596,42,25,False,Medium,689.8099939858193
274,50,74106,61,33,False,High,2335.588723119802
275,57,69182,13,27,False,Medium,3308.2020219605956
276,56,97163,11,2,True,High,3848.831058090847
277,35,49310,54,10,True,Medium,2500.0033772379616
278,57,66088,16,37,True,Medium,3743.8635771332933
279,18,138803,8,13,False,Very High,6897.713740023111
280,28,149978,59,25,False,Very High,6272.849089951184
281,45,46914,57,47,True,Medium,1746.2594692453908
282,42,120350,40,20,True,Very High,2206.7631059172454
283,67,55379,59,38,False,Medium,3194.26528603095
284,40,56413,2,29,False,Medium,1841.605023659411
285,48,147084,94,7,True,Very High,3384.330608989518
286,47,17151,94,19,False,Low,762.2968157876927
287,59,67716,76,47,False,Medium,1930.7194076828387
288,52,103747,10,31,False,High,4261.3140947618085
289,24,131999,44,21,False,Very High,5427.182377815758
290,33,124793,11,6,False,Very High,4397.548397497156
291,43,118177,79,8,False,High,6086.699567886104
292,65,22289,80,44,False,Low,617.5604514587196
293,69,96365,81,0,True,High,3407.43665380179
294,66,124014,90,28,True,Very High,4845.289651461697
295,19,82588,2,7,False,High,3660.109934947072
296,18,73646,50,3,False,High,3633.116287597277
297,65,13654,12,34,False,Low,452.17911001748774
298,29,28743,90,2,True,Low,1252.7719714236857
299,22,58368,23,44,True,Medium,1339.0858378626385
300,54,147513,18,39,False,Very High,8190.954968971777
301,49,129735,62,6,True,Very High,4232.922260459537
302,26,129891,96,26,False,Very High,6113.111125914231
303,58,117971,62,0,False,High,2066.169073780099
304,52,22149,38,26,False,Low,558.5120845082738
305,36,110102,67,15,False,High,4069.5650956297736
306,65,69189,38,37,False,Medium,3685.042082913888
307,33,81031,67,6,False,High,3130.683835652221
308,20,52668,94,43,False,Medium,2918.4007733939175
309,37,98204,61,22,True,High,3616.3496013340387
310,41,47384,1,40,False,Medium,1758.0433333223439
311,50,91929,94,10,True,High,1990.825105002725
312,41,137959,45,41,False,Very High,6913.218866124837
313,69,86153,96,32,False,High,2322.4171325114517
314,28,85388,28,49,True,High,4623.804635105134
315,66,41401,21,35,True,Medium,2261.22639774578
316,25,129503,13,36,False,Very High,7248.44539241825
317,53,137834,27,40,True,Very High,5284.960384793137
318,55,44084,7,16,False,Medium,1978.4417670167572
319,57,120641,22,34,False,Very High,5924.05559527163
320,37,115111,74,47,True,High,2546.9009903114065
321,52,148299,53,4,True,Very High,6185.039627538909
322,65,46041,79,47,True,Medium,833.1462364127406
323,42,98920,79,31,True,High,3699.468207033865
324,52,75681,4,2,False,High,1749.6270411541848
325,42,91571,96,46,True,High,2224.1181355530857
326,46,137556,23,34,True,Very High,4384.8701284986455
327,35,36160,70,13,True,Medium,1254.2053311861978
328,63,27633,88,47,True,Low,1178.055150295747
329,35,27014,84,30,True,Low,534.0087206540859
330,19,90532,84,30,False,High,3408.8759386811803
331,52,59104,76,16,False,Medium,1434.811487436637
332,33,87231,33,23,True,High,3540.0345205497447
333,58,78388,28,22,True,High,3388.3363644137353
334,53,26014,8,17,False,Low,1036.993108331914
335,50,102578,1,49,True,High,4865.169869743492
336,21,50390,37,13,False,Medium,1544.4729090541257
337,50,33711,63,49,False,Medium,1636.5378462726862
338,31,101658,22,14,True,High,3527.393166345481
339,38,67993,70,14,False,Medium,2504.93152476868
340,65,17421,21,5,True,Low,760.7911316256301
341,37,27727,96,26,True,Low,483.3259547144368
342,25,122418,35,14,False,Very High,5376.161024909331
343,24,14358,79,49,False,Low,609.368565432393
344,20,75108,5,35,True,High,2221.466551879389
345,34,104018,60,7,False,High,2105.4729136114624
346,50,134457,46,14,True,Very High,2750.404491206574
347,65,41910,50,2,False,Medium,2310.6794681729552
348,29,136888,48,46,False,Very High,6212.886155165099
349,68,65754,6,12,True,Medium,1444.129386078386
350,39,119847,89,40,True,High,3778.791736340187
351,39,48467,56,33,True,Medium,2004.2780527261946
352,63,43893,59,23,False,Medium,2259.7062021476604
353,47,86329,29,39,True,High,1595.8668464527213
354,55,41007,71,31,True,Medium,1087.7672842579439
355,55,64253,77,31,False,Medium,3452.9267447270436
356,62,22323,18,29,False,Low,380.5751073647223
357,68,121335,2,48,True,Very High,3040.4483390623473
358,25,122356,8,12,True,Very High,6928.5317531395085
359,44,120944,75,0,True,Very High,5106.869705240727
360,44,26456,97,33,True,Low,729.3824031567445
361,51,41367,54,14,False,Medium,804.9175250780429
362,38,64624,38,43,False,Medium,1152.9765493775535
363,47,78008,48,13,True,High,2095.6364238465594
364,50,135926,27,28,True,Very High,7257.80172972676
365,45,125395,20,33,True,Very High,4262.978861693175
366,64,126492,12,17,False,Very High,5904.717022189366
367,50,82240,43,6,True,High,4517.323387901988
368,22,74315,61,28,True,High,2502.0636210005546
369,65,20756,31,30,False,Low,511.3563797188423
370,36,46378,91,24,False,Medium,1772.2539748867587
371,21,145327,96,37,True,Very High,7920.828249556143
372,52,135703,61,13,True,Very High,6809.88421340535
373,66,66549,74,7,False,Medium,1291.6879269156052
374,34,83794,67,26,True,High,3814.6268837375364
375,61,55113,91,1,True,Medium,2231.8411731366796
376,45,84069,35,16,False,High,4579.880073844484
377,47,146321,95,36,False,Very High,3185.416808123014
378,46,135541,15,13,False,Very High,5275.007867494682
379,63,19686,16,24,True,Low,1049.4792743531295
380,23,63363,13,29,False,Medium,2138.564049971544
381,52,107543,35,28,False,High,3952.182476572738
382,58,141733,75,19,True,Very High,2778.325134490459
383,54,105673,59,20,True,High,2985.894704881573
384,41,52828,21,21,False,Medium,1594.7598859290479
385,46,58604,54,34,False,Medium,3284.5648327602235
386,66,20526,75,36,True,Low,583.8512601028262
387,63,78910,30,15,True,High,2830.4646625053433
388,48,35592,48,49,False,Medium,1588.7444601458267
389,52,38982,35,48,False,Medium,913.1263426334949
390,50,10207,86,42,True,Low,376.9965602315464
391,69,98733,38,16,False,High,4683.80729102395
392,38,134982,31,15,True,Very High,7125.110431867475
393,49,78619,78,1,False,High,3361.811579778555
394,40,56479,24,3,True,Medium,2515.794728816079
395,50,91437,49,20,True,High,2005.0742451131348
396,20,108540,96,38,False,High,6086.274208796604
397,35,82982,32,33,False,High,1841.4192540757217
398,42,112747,55,29,True,High,5518.368735351508
399,59,58231,79,5,False,Medium,1613.0383013947198
400,48,39301,58,16,False,Medium,2183.814339191787
401,20,28752,99,38,False,Low,1341.7115281646363
402,57,108452,3,24,True,High,5213.891866663752
403,63,131237,80,4,False,Very High,3385.144528952496
404,41,66273,69,4,False,Medium,2327.9495154809174
405,67,101878,85,19,True,High,4320.532193265305
406,49,14895,10,15,False,Low,726.1148767994716
407,64,129968,83,40,False,Very High,2729.108007024227
408,39,125700,25,36,True,Very High,7135.388344930592
409,40,86559,68,39,True,High,4653.342125938826
410,19,20699,61,8,False,Low,578.1477281111709
411,44,19715,29,4,False,Low,1004.446591307601
412,59,29169,19,41,True,Low,1116.1079379645253
413,19,128413,43,1,True,Very High,4611.131488200979
414,43,129264,66,8,False,Very High,3847.94209390023
415,34,15782,74,42,False,Low,645.0685930924914
416,57,134481,61,35,False,Very High,6331.1924349123965
417,50,45585,43,21,True,Medium,1540.265686363639
418,26,40682,25,21,False,Medium,1744.6123004151386
419,60,139992,20,21,True,Very High,6412.292269098886
420,65,94416,48,33,True,High,4371.153228138135
421,56,137810,83,28,True,Very High,2595.226999310748
422,46,48067,87,37,False,Medium,2523.012407327671
423,59,28073,24,45,False,Low,1003.9060543916329
424,43,46035,11,32,False,Medium,1270.5968467035511
425,52,100373,98,17,True,High,2683.9928712190867
426,67,93362,55,6,False,High,3434.998483472371
427,42,100517,28,0,True,High,5389.518577200057
428,41,75450,69,32,True,High,2446.930209914821
429,30,20382,63,0,True,Low,976.404590455924
430,24,145509,59,23,True,Very High,3012.149863634133
431,53,71929,5,3,True,High,2625.5784387093213
432,62,108864,51,3,True,High,6312.688332821449
433,37,35169,21,17,False,Medium,1715.1302952668204
434,18,97468,12,26,True,High,2479.457946305403
435,25,44594,50,42,False,Medium,1674.953378253526
436,63,55033,4,31,True,Medium,1452.9279840779818
437,33,73133,42,32,False,High,2466.900803895379
438,31,83861,84,27,False,High,4123.459429768244
439,29,41750,38,41,False,Medium,2037.443168265598
440,68,50461,25,40,False,Medium,1320.607215388844
441,40,88222,14,35,True,High,4860.382732260752
442,32,122020,75,5,True,Very High,5046.38206920684
443,45,34226,32,15,True,Medium,1112.2370326027462
444,51,16721,11,33,True,Low,628.3860352598655
445,19,30609,61,22,False,Medium,1281.8427498531623
446,49,140513,18,49,False,Very High,5619.879095885284
447,40,114211,27,41,False,High,4218.216896400935
448,39,146728,55,23,True,Very High,5532.457519934562
449,68,134865,54,48,False,Very High,3239.074679160703
450,42,84520,82,12,True,High,4270.841044659645
451,39,74309,87,17,False,High,2915.886150604038
452,39,39984,75,12,False,Medium,884.7790496000354
453,66,128947,21,48,False,Very High,6265.519157408103
454,69,15901,44,36,False,Low,882.7996541740939
455,59,41055,5,42,False,Medium,2304.736864507228
456,23,124099,87,38,True,Very High,3976.4304822705885
457,32,21138,41,41,False,Low,471.65648638863416
458,60,33429,59,16,True,Medium,1279.2158799465305
459,54,60200,89,14,True,Medium,1285.794816950962
460,50,111268,54,17,True,High,6184.588003460912
461,25,27347,74,22,True,Low,664.9646695533824
462,61,41822,22,29,True,Medium,1137.4989081198994
463,61,50108,83,33,True,Medium,1684.122628714671
464,22,138955,65,3,True,Very High,4534.3591136930545
465,56,17967,64,2,True,Low,894.3545078213697
466,21,120719,71,6,False,Very High,4307.237927503817
467,23,21871,4,17,False,Low,520.1363589388742
468,62,38179,65,41,True,Medium,1061.3919416567844
469,49,65099,15,6,True,Medium,2465.9321775967705
470,69,45262,76,39,True,Medium,1032.452467105905
471,47,88213,22,5,False,High,3718.3825881567427
472,64,127407,86,21,False,Very High,5126.790295240076
473,52,96269,47,0,True,High,4471.303220658481
474,57,70545,81,3,True,High,3932.0155038307284
475,69,49922,93,45,False,Medium,2729.5988416371624
476,33,52913,46,48,False,Medium,2967.7041324531697
477,30,107033,14,49,True,High,2875.243520676574
478,67,114792,50,42,True,High,2542.476861656033
479,59,129863,20,28,True,Very High,3799.9899648570954
480,47,54936,50,20,True,Medium,2964.4499604620937
481,36,38141,33,25,False,Medium,2180.4788156506024
482,34,147478,59,13,False,Very High,7738.446880582153
483,36,107359,43,8,True,High,2281.458021772165
484,45,133279,79,46,True,Very High,7482.660673058799
485,43,51568,12,11,True,Medium,1769.121948101055
486,54,107539,40,41,False,High,1834.034139928865
487,43,56851,20,5,True,Medium,1995.4552731364813
488,40,64823,94,19,True,Medium,1204.814241078035
489,26,33312,38,23,True,Medium,1310.1025545716311
490,29,108723,3,26,False,High,3345.742063543272
491,18,22411,28,37,True,Low,815.6062623656761
492,18,67009,56,7,False,Medium,2828.8138626264795
493,64,42371,90,0,True,Medium,2240.0154679540356
494,51,67022,94,48,True,Medium,2965.4486440959004
495,49,81229,13,48,True,High,2822.8731474005886
496,65,109071,77,23,False,High,5541.842309486683
497,42,106774,66,46,True,High,5808.426131551401
498,57,36715,37,6,True,Medium,795.1244653149217
499,62,37605,49,18,False,Medium,1460.22248420303
500,18,109853,66,21,False,High,3133.1538463994457
501,33,41174,36,34,False,Medium,766.9707400577264
502,56,86373,54,29,True,High,3845.565987378344
503,22,79252,26,28,False,High,4169.879568966606
504,39,80017,75,21,True,High,1876.7409043049017
505,46,73037,72,10,False,High,3689.627346328201
506,20,99818,40,19,False,High,5212.977305424602
507,29,16548,43,28,False,Low,906.2377352185404
508,43,126981,22,40,True,Very High,3519.9402457181677
509,33,34022,20,41,True,Medium,1848.4621326621002
510,68,116297,8,33,True,High,3492.121516149285
511,54,146614,29,0,True,Very High,5817.7535626985455
512,39,70428,40,30,True,High,1322.014173157332
513,46,69353,90,29,True,Medium,1282.6868800682282
514,31,123132,30,47,True,Very High,5748.074767922567
515,45,26052,81,17,True,Low,916.6830160948921
516,22,110689,84,16,True,High,3026.847780718472
517,64,141743,55,37,False,Very High,3486.9575069607854
518,66,10163,16,13,False,Low,453.0807219834264
519,47,51424,46,22,True,Medium,857.9270416649615
520,63,145870,62,24,True,Very High,7329.306035447713
521,69,32420,7,14,True,Medium,647.3863429471788
522,22,130575,80,45,True,Very High,3218.0731861094873
523,29,39300,45,21,False,Medium,1287.4620973022593
524,33,99881,59,2,False,High,3682.523990899339
525,43,20749,56,18,True,Low,652.7247357509783
526,43,114131,48,43,False,High,3427.316670909268
527,65,138563,27,33,False,Very High,7874.512265870716
528,38,47487,53,34,True,Medium,2060.8955968002106
529,56,31223,87,49,True,Medium,550.8686318931651
530,53,82930,88,0,True,High,2868.6036703036207
531,50,38380,73,20,True,Medium,2038.9514123405654
532,47,36035,35,28,False,Medium,1053.2072365545173
533,54,40620,51,5,True,Medium,837.0366135306522
534,40,127360,84,36,False,Very High,6147.161854570496
535,27,63352,37,0,True,Medium,2655.5411783672753
536,22,13191,81,0,False,Low,533.3080121141421
537,53,100536,95,26,True,High,1900.0322081954318
538,51,114576,57,20,True,High,2580.3422727638
539,69,13631,8,15,False,Low,580.7654508242064
540,48,147244,79,43,False,Very High,3729.1005713235345
541,27,52080,95,39,False,Medium,1961.8320730540806
542,36,100353,94,25,True,High,3950.9046599211547
543,49,38671,20,15,False,Medium,1101.3294397903123
544,18,132811,53,27,False,Very High,7461.903888859217
545,22,137734,12,0,False,Very High,7130.397970453796
546,62,61399,49,35,False,Medium,2871.3587914644245
547,21,17099,17,9,False,Low,340.55071340560363
548,33,66492,64,42,False,Medium,1402.2332184956383
549,41,106722,42,16,False,High,3969.9754497249914
550,33,40111,94,22,False,Medium,937.1155478916512
551,19,73936,29,6,False,High,4245.976471313133
552,66,70920,19,43,True,High,1650.427291550995
553,45,73530,11,6,True,High,2718.9795809027505
554,49,17788,98,43,False,Low,566.341056629029
555,44,38082,50,14,True,Medium,1649.2464042422896
556,37,133287,71,33,True,Very High,2938.0698263185327
557,41,99570,58,45,False,High,3444.7752808408695
558,29,111015,34,44,False,High,3120.9324673785436
559,67,93588,20,3,False,High,5021.587070457247
560,52,98340,50,13,False,High,1805.299955471913
561,50,104439,88,13,False,High,5716.849406105858
562,50,125053,10,15,False,Very High,6424.567333686182
563,68,58355,32,6,True,Medium,1696.1141315793243
564,60,135426,52,31,False,Very High,6710.869841679232
565,54,74027,15,18,True,High,1330.0602596331862
